10,797.4122,0.0000,858.4727,40.2206,0.7935,1
11,796.1736,0.0000,861.7982,48.9747,0.7907,1
12,788.7003,0.0000,862.2691,56.4477,0.7472,1
13,785.8009,0.0000,869.9626,62.9534,0.6744,1
34,326.1197,366.7713,354.3544,410.6432,0.7020,1
35,325.9728,375.9512,352.8542,421.4956,0.6756,1
37,353.1943,19.2286,394.6274,74.7982,0.5729,1
87,492.5396,0.0000,553.4425,110.3688,0.6192,1
88,492.3569,0.0000,554.4097,118.8041,0.6690,1
89,493.5856,5.2516,552.7254,122.5572,0.7061,1
90,338.9695,1.2273,387.1424,21.6854,0.5234,1
94,338.9640,0.5111,388.1025,48.9994,0.5975,1
95,336.7177,0.0000,389.3167,56.1612,0.6674,1
96,335.7495,0.0704,389.5784,60.7345,0.5687,1
99,334.6344,3.3542,389.3118,84.3299,0.6255,1
100,333.5517,2.1823,386.6936,91.7459,0.7128,1
101,332.1642,4.0126,388.6007,98.7253,0.8276,1
102,329.7666,0.9034,388.4274,104.7331,0.8506,1
103,332.6906,6.3816,389.5301,108.9733,0.7669,1
106,337.3177,43.8978,388.7722,134.7990,0.8204,1
107,335.9281,41.8773,387.5215,138.6469,0.7814,1
108,339.8715,49.9911,388.9776,143.1450,0.9076,1
109,341.1380,50.7287,391.7520,151.2101,0.6670,1
111,338.7675,78.8676,386.9217,173.5981,0.6003,1
112,340.1071,80.1309,387.7562,180.8393,0.6533,1
113,343.6452,85.8149,390.5424,189.4867,0.8819,1
114,343.3416,87.9252,391.9664,192.1576,0.8439,1
115,342.7766,95.2099,392.5279,198.3663,0.5173,1
116,333.8511,108.9213,386.0208,216.9217,0.6933,1
117,334.7338,120.5193,385.9584,221.7664,0.9322,1
118,337.8720,124.8860,388.0371,232.7474,0.7419,1
119,337.3798,129.0251,387.6248,234.1998,0.5318,1
122,337.2887,157.3323,385.1013,260.2997,0.6916,1
123,339.5285,162.0322,387.5523,269.8691,0.7921,1
125,329.0884,186.2768,379.0147,291.3851,0.7688,1
127,332.9095,197.1000,382.3999,305.8054,0.8648,1
127,320.5803,80.2146,343.2756,115.6303,0.5950,1
128,333.9175,202.4121,386.6271,309.9741,0.7239,1
129,331.7163,211.0878,385.5882,319.2609,0.5392,1
132,325.2805,235.1703,382.2876,347.8753,0.6570,1
133,325.5565,247.5312,379.4635,352.8073,0.7284,1
134,320.6398,255.4549,377.5928,370.7883,0.5624,1
136,319.1938,274.1394,378.6694,385.6980,0.6885,1
137,320.3796,284.3007,379.5570,388.9577,0.7586,1
140,810.7845,0.0239,868.4271,46.3582,0.6736,1
143,815.4679,2.0985,868.5534,51.9084,0.6885,1
144,815.7928,3.9529,867.1957,51.6367,0.7095,1
145,798.4542,18.3650,861.1774,71.4060,0.7998,1
145,812.7750,5.2140,863.3907,49.4597,0.5721,1
146,796.7017,31.3529,858.0045,84.1323,0.9080,1
147,798.8583,33.5954,860.4591,90.5709,0.9760,1
148,301.4610,381.6216,354.8325,495.8547,0.8006,1
149,298.4640,390.1477,354.4057,507.0536,0.6989,3
149,298.4640,390.1477,354.4057,507.0536,0.6283,1
149,806.6878,34.0420,856.8733,92.4256,0.6283,1
150,328.9846,0.0000,390.8229,65.3898,0.6090,3
150,306.3014,392.9465,356.4162,508.9829,0.5474,1
151,293.8185,410.9844,349.0989,529.3813,0.7931,1
151,805.5895,39.4953,858.8436,97.0012,0.6054,1
152,291.7588,420.3325,346.4090,537.0867,0.9035,1
153,340.2523,5.9590,393.8343,93.8784,0.7864,1
153,771.0932,36.6780,823.5630,89.8915,0.6865,1
153,291.4243,427.4634,348.9240,544.4559,0.6515,1
153,291.4243,427.4634,348.9240,544.4559,0.5570,3
154,335.3419,0.0000,393.7908,102.7069,0.5623,1
154,769.7604,38.2251,820.1620,86.4675,0.5447,1
155,284.3486,444.3109,343.2542,565.2543,0.8449,1
156,282.7704,452.9673,345.5811,572.6775,0.6730,1
156,334.4156,0.0000,393.7286,116.8623,0.5741,3
157,283.0191,465.9101,345.5227,575.2652,0.6436,3
157,330.5860,0.0000,392.5262,124.6794,0.6029,3
157,604.8493,600.9544,694.8991,712.8251,0.5466,1
158,332.9869,4.1163,391.1265,127.4102,0.8490,3
158,284.9458,472.8348,342.4897,576.6535,0.6764,1
158,760.9557,76.7694,821.8466,127.5361,0.5112,1
159,284.1306,484.6565,338.5985,585.5824,0.5624,1
159,342.0387,34.8434,396.5755,141.6588,0.5133,1
159,335.1373,13.4260,391.5559,131.0126,0.5090,3
160,760.0679,107.1592,818.4393,165.6626,0.6526,1
161,276.6459,502.5770,335.2183,605.1424,0.6099,3
161,753.5748,105.4014,809.5406,159.0325,0.5327,1
162,752.3716,111.1273,811.0360,167.3252,0.6388,1
163,761.2054,136.5524,815.3362,209.3722,0.5646,1
164,341.1836,71.5654,393.5524,179.5709,0.5595,1
165,341.1095,75.8924,395.1643,188.7567,0.7139,1
166,342.7805,81.5799,393.9752,191.7688,0.8332,1
167,343.4452,88.8262,395.1964,199.8882,0.8144,1
168,253.8078,572.3664,310.5407,672.6012,0.7950,3
168,340.0511,94.8938,392.8245,207.8445,0.5722,1
169,251.2955,582.5323,310.2476,689.3078,0.8120,3
170,249.6131,580.0042,312.5978,700.1703,0.6591,3
170,339.3753,108.7564,396.3100,238.1498,0.6451,1
171,341.1206,120.3610,395.2676,244.0110,0.6343,1
175,344.4940,159.1608,394.6856,273.4827,0.5399,1
177,337.5823,186.7912,389.4202,299.3231,0.5636,1
178,334.3835,188.9694,392.6419,309.6655,0.5671,1
179,340.2296,198.7310,392.8645,316.5266,0.5484,1
181,333.0550,218.7100,387.0312,338.3669,0.5640,1
182,334.5884,219.9403,390.2950,346.9407,0.8173,1
183,332.8715,227.2371,389.5369,355.8489,0.7636,1
183,721.5702,285.2087,793.4739,363.6599,0.5052,1
184,332.8424,239.0183,388.4888,362.9050,0.8849,1
184,720.9988,287.9773,789.4353,368.8603,0.5980,1
185,330.5511,244.0914,387.4237,374.1160,0.6312,1
186,323.8575,257.5200,386.4434,387.7295,0.7613,1
186,716.3850,313.0468,788.1863,394.4739,0.5358,1
187,325.3223,266.8030,383.0539,393.9404,0.7142,1
187,718.6985,322.9371,790.4797,402.7433,0.5153,1
188,325.4976,275.5390,386.4180,401.2030,0.7441,1
188,721.8274,327.7675,794.9803,410.2463,0.6625,1
189,326.1044,282.9437,385.9881,406.6743,0.6607,1
189,722.4405,344.5292,784.7147,420.5360,0.5844,1
190,320.7758,294.5287,382.9474,425.0298,0.7417,1
190,720.3023,347.2514,784.4852,427.9091,0.6800,1
191,320.7405,305.8630,380.1883,431.1000,0.8082,1
191,715.9061,345.6962,785.3867,432.4132,0.7016,1
192,716.8774,346.1400,787.8441,436.1301,0.6519,1
192,319.2892,311.7390,380.4953,437.8137,0.6095,1
194,317.4585,333.3784,377.5134,465.3050,0.6665,1
196,720.6791,391.1795,790.1711,464.8390,0.6584,1
200,308.2788,393.9432,361.4312,517.1501,0.6296,1
201,296.9295,412.9078,357.3266,539.6298,0.6106,1
202,297.8249,416.9497,358.4528,546.5286,0.8637,1
203,294.9428,425.7745,353.8741,553.8635,0.7277,1
204,290.6471,444.1069,350.5083,569.6146,0.6630,1
205,291.1769,453.3234,350.9661,576.0578,0.8741,1
206,289.4440,459.3855,353.8457,583.4280,0.8520,1
206,400.5695,518.7388,421.9595,566.7242,0.5326,6
207,289.7058,467.6545,351.9431,590.4319,0.8051,1
208,285.9579,475.6926,349.7474,604.1334,0.8176,1
209,289.3094,483.3360,352.3231,603.6286,0.9434,1
211,289.3411,506.3459,349.8666,614.1204,0.5710,1
